NOM_RBD;NOM_COM_RBD
ESCUELA ZAPALLAR;SALAMANCA
ESCUELA COIRON;SALAMANCA
ESCUELA BASICA QUELEN BAJO;SALAMANCA
ESC.BASICA GUILLERMO BARRIOS VARGAS;SALAMANCA
ESCUELA BASICA JULIO ECHAVARRIA;SALAMANCA
ESCUELA BASICA SAN AGUSTIN;SALAMANCA
ESCUELA BASICA PANGUESILLO;SALAMANCA
ESCUELA LOS CORRALES;SALAMANCA
COLEGIO PARTICULAR SAN FRANCISCO DE ASIS;SALAMANCA
ESCUELA PARTICULAR HUANQUE;SALAMANCA
ESCUELA PARTICULAR EL PALQUIAL;SALAMANCA
ESCUELA PARTICULAR LAS JARILLAS;SALAMANCA
ESCUELA PARTICULAR CAJON DE QUELEN;SALAMANCA
ESCUELA MUNICIPAL COLLIGUAY;SALAMANCA
ESCUELA PARTICULAR MANQUEHUA;SALAMANCA
ESCUELA PARTICULAR PUNTA NUEVA;SALAMANCA
ESCUELA PARTICULAR PLANTA PELADEROS;SALAMANCA
ESCUELA PARTICULAR VALLE CAMISAS;SALAMANCA
LICEO NICOLAS FEDERICO LOHSE VARGAS;LOS VILOS
COLEGIO DIEGO DE ALMAGRO;LOS VILOS
ESCUELA BASICA ERCOLE BENCINI;LOS VILOS
ESCUELA BASICA TERESA CANNON DE B.;LOS VILOS
ESCUELA BASICA PABLO BARRIOLHET;LOS VILOS
ESCUELA BASICA FORJADORES DE CHILE;LOS VILOS
ESCUELA LOS MAQUIS;LOS VILOS
ESCUELA CLARA VIAL ORREGO;LOS VILOS
ESCUELA TILAMA;LOS VILOS
ESC.PDTE.FEDERICO ERRAZURIZ ECHAURREN;LOS VILOS
ESCUELA;LOS VILOS
ESCUELA BASICA EL QUELON;LOS VILOS
ESCUELA BASICA EL MANZANO;LOS VILOS
ESCUELA PARTICULAR DIVINA PROVIDENCIA;LOS VILOS
ESCUELA PARTICULAR CULIMO;LOS VILOS
ESCUELA PARTICULAR MINA LAS VACAS;LOS VILOS
ESCUELA PARTICULAR EL ROMERO;LOS VILOS
ESCUELA PARTICULAR INFIERNILLO;LOS VILOS
ESCUELA PARTICULAR MAIMALICAN;LOS VILOS
ESCUELA BASICA HECTOR JORQUERA VALENCIA;CANELA
ESCUELA BASICA JUAN ANTONIO RIOS;CANELA
ESC.BASICA MERCEDES MARIN DEL SOLAR;CANELA
ESCUELA BASICA CARQUINDANO;CANELA
ESCUELA BASICA JABONERIA;CANELA
ESCUELA BASICA CANELA ALTA;CANELA
ESCUELA BASICA MINCHA NORTE;CANELA
ESCUELA BASICA ATELCURA ALTA;CANELA
ESCUELA BASICA POZA HONDA;CANELA
ESCUELA BASICA SARGENTO ALDEA;CANELA
ESCUELA BASICA LOS POZOS;CANELA
ESCUELA VIOLETA PARRA;CANELA
ESC.BASICA CARLOS VIAL ESPANTOSO;CANELA
ESCUELA BASICA JOSE MIGUEL CARRERA;CANELA
ESCUELA BASICA BALDOMERO LILLO FIGUEROA;CANELA
ESCUELA LA CORTADERA;CANELA
ESCUELA BASICA MARTA BRUNETT;CANELA
ESCUELA BASICA GABRIELA MISTRAL;CANELA
ESCUELA BASICA SALVADOR REYES;CANELA
ESCUELA PARTICULAR EL CHILCAL;CANELA
ESCUELA PARTICULAR CANELILLA;CANELA
ESCUELA PARTICULAR LOS TOMES;CANELA
COLEGIO PARTICULAR SANTA MARIA;LA LIGUA
CENTRO DE EDUCACION DE ADULTOS LA LIGUA;LA LIGUA
LICEO PULMAHUE DE LA LIGUA;LA LIGUA
ESCUELA REPUBLICA DE VENEZUELA;LA LIGUA
ESCUELA GABRIELA MISTRAL;LA LIGUA
ESCUELA DIEGO PORTALES;LA LIGUA
ESCUELA COMUNIDADES DE VALLE HERMOSO;LA LIGUA
ESCUELA ANGEL MENAY;LA LIGUA
ESC. BASICA LOS HORNOS DE HUAQUEN;LA LIGUA
ESC. BASICA CASAS VIEJAS DE LONGOTOMA;LA LIGUA
ESCUELA BASICA POZA VERDE;LA LIGUA
ESC.BASICA LAS CASAS DE HUAQUEN;LA LIGUA
CARMEN SANCHEZ ARAYA;LA LIGUA
ESCUELA BASICA LOS MOLLES;LA LIGUA
ESCUELA BASICA PUYANCON;LA LIGUA
ESCUELA BASICA HORTENCIA POWELL S.;LA LIGUA
ESCUELA MINISTRO GOMEZ MILLAS;LA LIGUA
ESCUELA BASICA CARLOS ARIZTIA RUIZ;LA LIGUA
ESCUELA LA CANELA;LA LIGUA
ESCUELA BASICA QUEBRADILLA;LA LIGUA
ESCUELA BASICA PICHICUY;LA LIGUA
ESCUELA ENRIQUE DOLL ROJAS;LA LIGUA
ESCUELA FERNANDO GARCIA OLDINI;PETORCA
LICEO JOSE MANUEL BORGONO NUNEZ;PETORCA
LICEO CORDILLERA;PETORCA
ESCUELA BASICA NEFTALI REYES B.;PETORCA
ESCUELA BASICA VILLA SANTA ANA;PETORCA
ESCUELA EDUARDO FREI MONTALVA;PETORCA
ESCUELA BASICA EL CRUCERO;PETORCA
ESCUELA BASICA G-24;PETORCA
ESCUELA BASICA LOS ALAMOS EL SOBRANTE;PETORCA
ESCUELA BASICA BENANCIO PEREZ;PETORCA
ESCUELA HOGAR FRONTERIZA DE CHALACO;PETORCA
ESCUELA BASICA PEDEGUA;PETORCA
ESCUELA PARTICULAR JUAN PABLO II;PETORCA
COL. CATOLICO PDTE.MANUEL MONTT;PETORCA
COLEGIO SAGRADO CORAZON;PETORCA
LICEO Y ESCUELA MUNICIPAL;CABILDO
ESCUELA HANS WENKE MENGERS;CABILDO
ESCUELA BASICA VALLE DE ARTIFICIO;CABILDO
ESCUELA BASICA LA FRONTERA DE ALICAHUE;CABILDO
ESCUELA ESTER SILVA SOMARRIVA BARTOLILLO;CABILDO
ESCUELA BASICA SAN LORENZO;CABILDO
ESCUELA PABLO NERUDA;CABILDO
ESCUELA BASICA LA VINA;CABILDO
ESCUELA BASICA G-45;CABILDO
ESCUELA BASICA LOS ANGELES;CABILDO
ESCUELA BASICA G-47;CABILDO
LICEO BICENTENARIO DE ZAPALLAR;ZAPALLAR
COLEGIO TECNICO PROFESIONAL MERCEDES MATURANA GALLARDO;ZAPALLAR
ESCUELA BALNEARIO CACHAGUA;ZAPALLAR
ESCUELA BASICA AURELIO DURAN ALMENDRO;ZAPALLAR
COLEGIO PARROQUIAL FRANCISCO DIDIER;ZAPALLAR
ESCUELA PAPUDO;PAPUDO
ESCUELA RURAL PULLALLY;PAPUDO
LICEO MAXIMILIANO SALAS MARCHAN;LOS ANDES
LICEO COMERCIAL DE LOS ANDES;LOS ANDES
LICEO BICENTENARIO TÉCNICO AMANCAY;LOS ANDES
ESCUELA ESPANA;LOS ANDES
LICEO REPUBLICA ARGENTINA;LOS ANDES
LICEO POLITECNICO AMERICA;LOS ANDES
ESCUELA JOHN KENNEDY;LOS ANDES
ESCUELA FERROVIARIA;LOS ANDES
ESCUELA GABRIELA MISTRAL;LOS ANDES
ESCUELA BASICA GRAL.JOSE MIGUEL CARRERA;LOS ANDES
C.E.I.A DR. OSVALDO ROJAS GONZALEZ;LOS ANDES
ESCUELA BASICA RIO BLANCO;LOS ANDES
ESCUELA EL SAUCE;LOS ANDES
ESCUELA IGNACIO CARRERA PINTO;LOS ANDES
ESCUELA JUAN GOMEZ MILLAS;SAN FELIPE
LICEO PARTICULAR MIXTO LOS ANDES;LOS ANDES
COLEGIO MARIA AUXILIADORA;LOS ANDES
ESCUELA PARTICULAR SAN JOSE;LOS ANDES
ESCUELA PARTICULAR HUMBERTO CASARINO;LOS ANDES
LICEO SANTA CLARA;LOS ANDES
ESCUELA PARTICULAR JEAN PIAGET;LOS ANDES
ESCUELA PARTICULAR N°27 EDÉN DEL NIÑO;LOS ANDES
COLEGIO ALCAZAR;LOS ANDES
INSTITUTO CHACABUCO;LOS ANDES
COLEGIO MARIA MONTESSORI;LOS ANDES
COLEGIO PARTICULAR BREGA COLLEGE;LOS ANDES
ESCUELA PABLO NERUDA;SAN ESTEBAN
ESC. BASICA SILVIO ZENTENO VERGARA;SAN ESTEBAN
ESCUELA LO CALVO;SAN ESTEBAN
ESCUELA BÁSICA PADRE HUMBERTO MUÑOZ R.;SAN ESTEBAN
ESCUELA INCLUSIVA SAN LORENZO;SAN ESTEBAN
ESCUELA HERMANO FERNANDO DE LA FUENTE;SAN ESTEBAN
ESCUELA RIO COLORADO;SAN ESTEBAN
ESCUELA EL COBRE;SAN ESTEBAN
ESCUELA SAN FRANCISCO;SAN ESTEBAN
ESCUELA EL CORAZON;SAN ESTEBAN
ESCUELA BÁSICA LIBERTAD;SAN ESTEBAN
ESCUELA BASICA MARIA ISABEL DE BROWN;CALLE LARGA
ESCUELA BASICA LA PAMPILLA;CALLE LARGA
ESCUELA BASICA PEDRO AGUIRRE CERDA;CALLE LARGA
ESCUELA VICTOR KOERNER;CALLE LARGA
ESCUELA BASICA CRISTO REDENTOR;CALLE LARGA
ESCUELA BASICA VALLE ALEGRE;CALLE LARGA
INSTITUTO AGRICOLA PASCUAL BABURIZZA;CALLE LARGA
COLEGIO PARTICULAR SAN JOSE;CALLE LARGA
CENTRO DE FORMACIÓN ACADÉMICA PERFECTO DE LA FUENTE DEL VILLAR;RINCONADA
ESCUELA BASICA EMIGDIO GALDAMES ROBLES;RINCONADA
ESCUELA BASICA MANUEL LEON SALINAS;RINCONADA
LICEO PARROQUIAL TERESITA DE LOS ANDES;RINCONADA
LICEO DOCTOR ROBERTO HUMERES O.;SAN FELIPE
LICEO BICENTENARIO GUILLERMO RICHARDS CUEVAS;SAN FELIPE
LICEO BICENTENARIO CORINA URBINA VILLANUEVA;SAN FELIPE
LICEO SAN FELIPE;SAN FELIPE
ESCUELA BASICA BERNARDO O HIGGINS R.;SAN FELIPE
ESCUELA MANUEL RODRIGUEZ ERDOIZA;SAN FELIPE
ESCUELA BASICA JOSE DE SAN MARTIN;SAN FELIPE
ESCUELA JOHN F KENNEDY;SAN FELIPE
ESCUELA JOSÉ ANTONIO MANSO DE VELASCO;SAN FELIPE
ESCUELA SAN RAFAEL;SAN FELIPE
ESCUELA ALMENDRAL;SAN FELIPE
ESCUELA BUEN PASTOR;SAN FELIPE
ESCUELA CARMELA CARVAJAL DE PRAT;SAN FELIPE
ESCUELA 21 DE MAYO;SAN FELIPE
ESCUELA REPUBLICA ARGENTINA;SAN FELIPE
ESCUELA BUCALEMITO;SAN FELIPE
ESCUELA HERIBERTO BERMUDEZ CRUZ;SAN FELIPE
ESCUELA MATEO COKLJAT K;SAN FELIPE
ESCUELA BASICA CAROLINA OCAMPO GARCIA;SAN FELIPE
ESCUELA JOSE BERNARDO SUAREZ;SAN FELIPE
INSTITUTO ABDON CIFUENTES;SAN FELIPE
COLEGIO ASSUNTA PALLOTA;SAN FELIPE
COLEGIO SANTA JUANA DE ARCO;SAN FELIPE
COLEGIO JOSE AGUSTIN GOMEZ;SAN FELIPE
COLEGIO ALONSO DE ERCILLA;SAN FELIPE
COLEGIO PARTICULAR PUMANQUE;SAN FELIPE
ESCUELA AGRICOLA DE SAN FELIPE;SAN FELIPE
LICEO MANUEL MARIN;PUTAENDO
LICEO RINCONADA DE SILVA;PUTAENDO
ESCUELA PASO HISTORICO EL TARTARO;PUTAENDO
ESCUELA RENACER;PUTAENDO
ESCUELA SAN ALBERTO;PUTAENDO
ESCUELA ALEJANDRINA CARVAJAL ASPEE;PUTAENDO
ESCUELA EDUARDO BECERRA BASCUNAN;PUTAENDO
ESCUELA MARIA LEIVA DE IBANEZ;PUTAENDO
ESCUELA EL AVE MARIA;CALERA
ESC. BAS. GASTON ORMAZABAL CABRERA;PUTAENDO
ESCUELA CATAN DABIKE;PUTAENDO
COLEGIO MARIE POUSSEPIN;PUTAENDO
LICEO DARIO SALAS;SANTA MARÍA
ESCUELA GUILLERMO BANADOS HONORATO;SANTA MARÍA
ESCUELA LA HIGUERA;SANTA MARÍA
ESCUELA SANTA FILOMENA;SANTA MARÍA
ESCUELA BASICA AURORA VELASCO PEREZ;SANTA MARÍA
ESCUELA JULIO TEJEDOR ZUNIGA;SANTA MARÍA
COLEGIO BICENTENARIO SANTA MARÍA DE ACONCAGUA;SANTA MARÍA
ESCUELA INDEPENDENCIA;PANQUEHUE
ESCUELA EMA LOBOS REYES;PANQUEHUE
ESCUELA BASICA FRAY CAMILO HENRIQUEZ;PANQUEHUE
ESCUELA BASICA VINA ERRAZURIZ;PANQUEHUE
ESCUELA JORGE BARROS BEAUCHEF;PANQUEHUE
LICEO BICENTENARIO LICEO POLITECNICO LLAY LLAY;LLAILLAY
ESCUELA AGUSTIN EDWARDS;LLAILLAY
ESCUELA HEROES DE IQUIQUE;LLAILLAY
ESCUELA NACIONES UNIDAS;LLAILLAY
ESCUELA ELISA LATTAPIAT VARGAS;LLAILLAY
ESCUELA HERMINIA ORTEGA DE CROXATO;LLAILLAY
ESCUELA BASICA EL PORVENIR;LLAILLAY
ESCUELA LAS PALMAS;LLAILLAY
ESCUELA LAS PENAS;LLAILLAY
ESCUELA LAS VEGAS;LLAILLAY
ESCUELA JORGE PRIETO LETELIER;LLAILLAY
LICEO MENESIANO SAGRADO CORAZON;LLAILLAY
COLEGIO SALVADOR GONZALEZ;LLAILLAY
ESC.PARTICULAR MARIA LETELIER DE PRIETO;LLAILLAY
ESCUELA MARIA TERESA DEL CANTO;CATEMU
ESCUELA SAN JOSE DE CATEMU;CATEMU
LICEO BICENTENARIO POLIVALENTE FERNANDO SILVA CASTELLÓN;CATEMU
ESCUELA EL COBRE;CATEMU
ESC REBECA JOHNSON GARCIA-HUIDOBRO;CATEMU
ESCUELA BASICA EL NILHUE;CATEMU
ESCUELA BASICA LOS CERRILLOS;CATEMU
ESCUELA BASICA SANTA MARGARITA;CATEMU
COLEGIO PARTICULAR CALIFORNIA;CATEMU
ESCUELA AGRICOLA SALESIANA F. HUIDOBRO;CATEMU
LICEO SANTIAGO ESCUTI ORREGO;QUILLOTA
COLEGIO VALLE DE QUILLOTA;QUILLOTA
LICEO COMERCIAL DE QUILLOTA;QUILLOTA
COLEGIO ROBERTO MATTA;QUILLOTA
ESCUELA BASICA CANADA;QUILLOTA
ESCUELA SUPERIOR Nº 1;QUILLOTA
COLEGIO REPÚBLICA DE MÉXICO;QUILLOTA
COLEGIO BICENTENARIO ARAUCO;QUILLOTA
ESCUELA NUESTRO MUNDO;QUILLOTA
ESCUELA BASICA ABEL GUERRERO AGUIRRE;QUILLOTA
COLEGIO CUMBRES DE BOCO;QUILLOTA
ESCUELA BASICA LA PALMA;QUILLOTA
ESCUELA CRISTINA DURAN;QUILLOTA
ESCUELA BASICA LAS PATAGUAS;QUILLOTA
COLEGIO FRANCISCO DE MIRANDA;QUILLOTA
COLEGIO NIÑO JESUS DE PRAGA;QUILLOTA
ESCUELA PART. SAGRADOS CORAZONES;CALERA
COLEGIO SAN PEDRO NOLASCO DE QUILLOTA;QUILLOTA
ESCUELA PARTICULAR INDUSTRIAL E. BERTELSEN TEMPLE;QUILLOTA
CTRO. DE ESTUDIOS PARA JOVENES Y ADULTOS EDUCACION PARA TODOS;QUILLOTA
COL.NTRA.SEÑORA DEL HUERTO;QUILLOTA
INSTITUTO RAFAEL ARIZTIA;QUILLOTA
COLEGIO INGLES DE QUILLOTA;QUILLOTA
COLEGIO ROBERT AND ROSE;QUILLOTA
COLEGIO LEONARDO DA VINCI;LA CRUZ
COLEGIO MARIA ALONSO CHACON;LA CRUZ
COLEGIO BOLONIA;LA CRUZ
ESCUELA BASICA;LA CRUZ
COLEGIO DOMINGO SANTA CRUZ WILSON;LA CRUZ
LICEO SAN ISIDRO;LA CRUZ
LICEO PEDRO DE VALDIVIA;CALERA
ESCUELA BASICA JOSEFINA HUICI;CALERA
ESCUELA BASICA IRMA SAPIAIN;CALERA
LICEO BICENTENARIO COMPLEJO EDUCACIONAL LAS ACACIAS DE ARTIFICIO;CALERA
ESCUELA BASICA PALESTINA;CALERA
ESCUELA BASICA GABRIELA MISTRAL;CALERA
ESCUELA BASICA SANTA ROSA DEL HUERTO;CALERA
ESCUELA BASICA EL LIBERTADOR;CALERA
ESCUELA BASICA VILLA LA FLORIDA;CALERA
LICEO PARTICULAR SAN JOSE;CALERA
COLEGIO TERESA BROWN DE ARIZTIA;CALERA
COLEGIO SAULO DE TARSO;CALERA
COLEGIO LUCERO;CALERA
COLEGIO JOHN CRANE;CALERA
LICEO INDUSTRIAL A-16 OSCAR CORONA BARAHO;CALERA
LICEO MUNICIPAL JUAN RUSQUE PORTAL;NOGALES
COLEGIO EL MELÓN;NOGALES
ESCUELA BASICA ULDA ARACENA GONZALEZ;NOGALES
ESCUELA BASICA LA PENA;NOGALES
COLEGIO CARMELITA FELIPE CORTÉS;NOGALES
COLEGIO SANTA ISABEL;NOGALES
LICEO MUNICIPAL LUIS LABORDA;HIJUELAS
ESCUELA ADRIANA RIQUELME NUNEZ;HIJUELAS
ESCUELA MONICA HURTADO EDWARDS;HIJUELAS
ESCUELA ANA JESUS IBACACHE;HIJUELAS
ESCUELA BASICA BENJAMIN MATTE LARRAIN;HIJUELAS
ESCUELA BASICA LA SOMBRA;HIJUELAS
ESCUELA BASICA RABUCO;HIJUELAS
ESCUELA BASICA CALIXTO OVALLE URZUA;HIJUELAS
ESCUELA MONTE CARMELO;CALERA
ESCUELA BASICA LOS TILOS DE HUALCAPO;HIJUELAS
LICEO DE LIMACHE;LIMACHE
ESCUELA COEDUC TTE HERNAN MERINO CORREA;LIMACHE
ESCUELA SUPERIOR MIXTA Nº 88;LIMACHE
LICEO BICENTENARIO COLEGIO PASIÓN DE JESÚS DE LIMACHE;LIMACHE
COLEGIO BRASILIA;LIMACHE
ESCUELA BASICA HEROES DE CHILE;LIMACHE
ESCUELA LIMACHITO;LIMACHE
ESCUELA BASICA LOS MAITENES;LIMACHE
ESCUELA TABOLANGO;LIMACHE
ESCUELA BASICA PUENTE COLMO;CONCÓN
ESC. BASICA TRANQUE LLIU LLIU;LIMACHE
COLEGIO DE LA SANTA CRUZ;LIMACHE
COLEGIO LIMACHE COLLEGE;LIMACHE
ESCUELA PARTICULAR MICAELA DESMAISSIERES;LIMACHE
ESCUELA PARTICULAR INST. SANTA MARIA;LIMACHE
ESCUELA MONTEVIDEO;OLMUÉ
LICEO DE OLMUE;OLMUÉ
ESCUELA BÁSICA QUEBRADA DE ALVARADO;OLMUÉ
ESCUELA BASICA LO NARVAEZ;OLMUÉ
ESCUELA LA DORMIDA;OLMUÉ
ESCUELA LA RAMAYANA;OLMUÉ
ESCUELA LAS PALMAS DEL NIÑO DIOS;OLMUÉ
ESCUELA LAS BELLOTAS DE LA VEGA;OLMUÉ
COLEGIO PART. IGNACIO CARRERA PINTO;OLMUÉ
INST.SUP.COMERCIO FCO.ARAYA BENNET;VALPARAÍSO
ESCUELA INDUSTRIAL SUPERIOR DE VALPARAISO;VALPARAÍSO
LICEO TÉCNICO DE VALPARAÍSO;VALPARAÍSO
CENTRO EDUCATIVO FLORIDA;VALPARAÍSO
CENTRO EDUCATIVO HORIZONTE;VALPARAÍSO
CENTRO EDUCATIVO REINO DE SUECIA;VALPARAÍSO
ESCUELA HERNAN OLGUIN;VALPARAÍSO
LICEO EDUARDO DE LA BARRA;VALPARAÍSO
LICEO TECNOLÓGICO ALFREDO NAZAR FERES;VALPARAÍSO
LICEO MATILDE BRANDAU DE ROSS;VALPARAÍSO
LICEO MARIA LUISA BOMBAL;VALPARAÍSO
LICEO TECNICO PROFESIONAL BARON;VALPARAÍSO
LICEO BICENTENARIO MARITIMO DE VALPARAISO;VALPARAÍSO
LICEO DE NINAS MARIA FRANCK DE MACDOUGAL;VALPARAÍSO
COLEGIO PEDRO MONTT;VALPARAÍSO
ESCUELA NACIONES UNIDAS;VALPARAÍSO
ESCUELA REPUBLICA ARABE SIRIA;VALPARAÍSO
LICEO BICENTENARIO INSTITUTO TÉCNICO PROFESIONAL MARTÍTIMO DE VALPARAÍSO;VALPARAÍSO
ESCUELA REPUBLICA DEL PARAGUAY;VALPARAÍSO
ESCUELA GASPAR CABRALES;VALPARAÍSO
ESCUELA GRECIA;VALPARAÍSO
ESCUELA ALEMANIA;VALPARAÍSO
ESCUELA REPUBLICA DEL URUGUAY;VALPARAÍSO
ESCUELA AMERICA;VALPARAÍSO
ESCUELA RAMON BARROS LUCO;VALPARAÍSO
ESCUELA JUAN JOSE LATORRE B;VALPARAÍSO
ESCUELA BLAS CUEVAS RAMON ALLENDE;VALPARAÍSO
ESCUELA REPUBLICA DE EL SALVADOR;VALPARAÍSO
ESCUELA JOAQUIN EDWARDS BELLO;VALPARAÍSO
ESCUELA JORGE ALESSANDRI RODRIGUEZ;VALPARAÍSO
ESCUELA CARABINERO PEDRO A.CARIAGA M.;VALPARAÍSO
ESCUELA DIEGO PORTALES PALAZUELOS;VALPARAÍSO
ESCUELA REPUBLICA DE MEXICO;VALPARAÍSO
ESCUELA PACIFICO;VALPARAÍSO
ESCUELA MONTEDONICO;VALPARAÍSO
ESCUELA ESPANA;VALPARAÍSO
COLEGIO PABLO NERUDA;VALPARAÍSO
ESCUELA REPUBLICA DE ISRAEL;VALPARAÍSO
ESCUELA ELEUTERIO RAMIREZ;VALPARAÍSO
ESCUELA VILLA BERLIN;VALPARAÍSO
ESCUELA JUAN WACQUEZ MOURFIN;VALPARAÍSO
ESCUELA BASICA DAVID BEN GURION;VALPARAÍSO
ESCUELA REPUBLICA ARGENTINA;VALPARAÍSO
ESCUELA PILOTO 1° LUIS PARDO VILLALON;VALPARAÍSO
ESCUELA BASICA CIRUJANO VIDELA;VALPARAÍSO
ESCUELA SAN JUDAS TADEO;VALPARAÍSO
ESCUELA DR. ERNESTO QUIROZ WEBER;VALPARAÍSO
ESCUELA BÁSICA INTERCULTURAL LAGUNA VERDE;VALPARAÍSO
ESCUELA TTE. JULIO A. ALLENDE OVALLE;VALPARAÍSO
LICEO SANTA TERESA;VALPARAÍSO
LICEO JUANA ROSS DE EDWARDS;VALPARAÍSO
COLEGIO LUTERANO CONCORDIA;VALPARAÍSO
COLEGIO JEANNE DARC VALPARAISO;VALPARAÍSO
COLEGIO NOCTURNO RUBEN CASTRO;VALPARAÍSO
LICEO COEDUCACIONAL LA IGUALDAD;VALPARAÍSO
COLEGIO CARLOS COUSINO;VALPARAÍSO
COLEGIO MARIA AUXILIADORA;VALPARAÍSO
COLEGIO NTRA.SRA.DE LA MISERICORDIA;VALPARAÍSO
COLEGIO SALESIANO VALPARAISO;VALPARAÍSO
ESCUELA PARTICULAR SANTA ANA;VALPARAÍSO
COLEGIO SAN DAMIAN DE MOLOKAI;VALPARAÍSO
COLEGIO ARTURO EDWARDS;VALPARAÍSO
COLEGIO SAN IGNACIO DE LOYOLA;VALPARAÍSO
ESCUELA PARTICULAR SAN LUIS;VALPARAÍSO
COLEGIO PARTICULAR ADVENTISTA;VALPARAÍSO
COLEGIO SAGRADO CORAZON DE JESUS;VALPARAÍSO
ESC SAGRADA FAMILIA DE NAZARET;VALPARAÍSO
COLEGIO ESPERANZA;VALPARAÍSO
COLEGIO PARTICULAR SAN PIO X;VALPARAÍSO
COLEGIO LEONARDO MURIALDO;VALPARAÍSO
COLEGIO TERESITA DE LISIEUX;VALPARAÍSO
ESC PART FRAY LUIS BELTRAN;VALPARAÍSO
COLEGIO ALBERTO HURTADO SEGUNDO;VALPARAÍSO
COLEGIO PARTICULAR JUNIOR SCHOOL 2;VALPARAÍSO
COLEGIO MIGUEL DE UNAMUNO;VALPARAÍSO
LICEO MIXTO JOSE MIGUEL CARRERA;VALPARAÍSO
COLEGIO INTERNACIONAL;VALPARAÍSO
COLEGIO DE LOS SAGRADOS CORAZONES, PADRES FRANCESES;VIÑA DEL MAR
COL. IDA.CONCEPC. NTRA.SRA.LOURDES;VALPARAÍSO
SEMINARIO SAN RAFAEL;VALPARAÍSO
COLEGIO AGUSTIN EDWARDS;VALPARAÍSO
SCUOLA ITALIANA ARTURO DELL´ORO;VALPARAÍSO
COLEGIO SAN PEDRO NOLASCO;VALPARAÍSO
COL. PART. CONSTANCIO VIGIL;VALPARAÍSO
COLEGIO SAN VICENTE;VALPARAÍSO
COLEGIO PRESB. DAVID TRUMBULL;VALPARAÍSO
INSTITUTO SUPERIOR DE COMERCIO ALBERTO BL;VIÑA DEL MAR
LICEO INDUSTRIAL MIRAFLORES ALTO;VIÑA DEL MAR
C.E.I.A. LOS CASTANOS;VIÑA DEL MAR
ESCUELA ESPECIAL ADOLFO TANNENBAUM B.;VIÑA DEL MAR
LICEO BICENTENARIO JOSÉ FRANCISCO VERGARA ETCHEVERS;VIÑA DEL MAR
LICEO BENJAMIN VICUNA MACKENNA;VIÑA DEL MAR
LICEO GUILLERMO RIVERA COTAPOS;VIÑA DEL MAR
LICEO BICENTENARIO DE VIÑA DEL MAR;VIÑA DEL MAR
ESCUELA BASICA REPUBLICA DEL ECUADOR;VIÑA DEL MAR
ESCUELA UNESCO;VIÑA DEL MAR
ESCUELA ORLANDO PENA CARVAJAL;VIÑA DEL MAR
COLEGIO REPUBLICA DE COLOMBIA;VIÑA DEL MAR
COLEGIO MIRAFLORES;VIÑA DEL MAR
ESCUELA BASICA SANTA JULIA;VIÑA DEL MAR
ESCUELA LIBERTADOR BERNARDO O^HIGGINS;VIÑA DEL MAR
ESCUELA DR. OSCAR MARIN SOCIAS;VIÑA DEL MAR
ESCUELA TEODORO LOWEY;VIÑA DEL MAR
ESCUELA ALMIRANTE LUIS GOMEZ CARRENO;VIÑA DEL MAR
ESCUELA ORO NEGRO;CONCÓN
ESCUELA LORD COCHRANE;VIÑA DEL MAR
ESCUELA ARTURO PRAT CHACON;VIÑA DEL MAR
ESCUELA BASICA 21 DE MAYO;VIÑA DEL MAR
ESCUELA PEDRO AGUIRRE CERDA;VIÑA DEL MAR
ESCUELA BASICA CHORRILOS;VIÑA DEL MAR
ESCUELA GASTON OSSA SAINT MARIE;VIÑA DEL MAR
ESCUELA PAUL HARRIS;VIÑA DEL MAR
ESCUELA BASICA IRMA SALAS SILVA;CONCÓN
ESCUELA DOCTOR ADRIANO MACHADO PARDO;VIÑA DEL MAR
ESCUELA LA PARVA;VIÑA DEL MAR
ESCUELA CANAL BEAGLE;VIÑA DEL MAR
ESCUELA PRESIDENTE JOSE MANUEL BALMACEDA;VIÑA DEL MAR
ESCUELA BASICA JOHN KENNEDY;VIÑA DEL MAR
ESCUELA PRESIDENTE SALVADOR ALLENDE;VIÑA DEL MAR
ESCUELA MINISTRO ZENTENO;VIÑA DEL MAR
ESCUELA ENRIQUE CARDENAS RIVERA;VIÑA DEL MAR
ESCUELA PATRICIO LYNCH Z.;VIÑA DEL MAR
CENTRO DE EDUCACION INTEGRADA DE ADULTOS;VIÑA DEL MAR
ESCUELA VILLA MONTE;VIÑA DEL MAR
ESCUELA SANTA MARIA DE AGUA SANTA;VIÑA DEL MAR
ESCUELA VILLA INDEPENDENCIA;VIÑA DEL MAR
ESCUELA CARDENAL JOSE MARIA CARO;VIÑA DEL MAR
ESCUELA EDUARDO LEZANA PINCHEIRA;VIÑA DEL MAR
ESCUELA MARCELA PAZ;VIÑA DEL MAR
ESCUELA BASICA REPUBLICA DEL LIBANO;VIÑA DEL MAR
ESCUELA BASICA DR ALDO FRANCIA BOIDO;VIÑA DEL MAR
ESCUELA PRESIDENTE EDUARDO FREI MONTALVA;VIÑA DEL MAR
ESCUELA BASICA LUISA NIETO DE HAMEL;VIÑA DEL MAR
ESCUELA VIOLETA PARRA;VIÑA DEL MAR
COLEGIO RUBEN CASTRO-DIURNO;VIÑA DEL MAR
LICEO PARROQUIAL SAN ANTONIO;VIÑA DEL MAR
LICEO NUESTRA SRA.DE LA PAZ;VIÑA DEL MAR
