Nombre;Ciudad;Capacidad
Estadio Las Dunas;Caldera;1200
Estadio Cardenal Caro;Santiago (Lo Espejo);1152
Estadio Municipal de Pelarco;Pelarco;1140
Estadio Municipal Eleodoro Pintor Salvadores;Lanco;1120
Cancha Las Vegas;Osorno (Rahue);1120
Estadio Municipal de Panguipulli;Panguipulli;1100
Estadio Municipal El Rungue;Nogales (El Melón);1100
Estadio Municipal de Huépil;Tucapel (Huépil);1100
Complejo Deportivo Escuela de Gendarmería (Ex Estadio La Perla);Santiago (San Bernardo);1100
Estadio La Anivana;Graneros (La Compañía);1100
Estadio Pueblo Nuevo;La Calera(Artificio);1078
Estadio Jorge Hidalgo;La Calera;1078
Estadio Municipal de San Clemente;San Clemente;1060
Estadio Municipal de Olivar Bajo;Olivar (Olivar Bajo);1050
Estadio Centenario de Los Andes;Los Andes;1004
Estadio Municipal Los Aromos;Máfil;1002
Estadio Chacabuco;Santiago (Recoleta);1000
Estadio Municipal de San Ramón;Santiago (San Ramón);1000
Estadio Atlético Ramón Tapia Chambilla;Copiapó;1000
Estadio Municipal Lo Blanco;Santiago (El Bosque);1000
Estadio Municipal de San Pedro;San Pedro;1000
Estadio Municipal de Las Condes;Santiago (Las Condes);1000
Estadio Municipal José Campos Orellana;Quillón;1000
Cancha N°2 Estadio Municipal de La Pintana;Santiago (La Pintana);1000
Estadio Las Ánimas;Valdivia;1000
Estadio Municipal N°2 Del Nacional;Valdivia;1000
Estadio Municipal de Lampa;Lampa;1000
Estadio Gasco;Santiago (Estación Central);1000
Estadio Municipal Edmundo Larre Bollmann;Río Bueno;1000
Estadio Centenario de Purranque;Purranque;1000
Estadio Municipal de Monte Patria;Monte Patria;1000
Estadio Municipal de Renca;Santiago (Renca);1000
Estadio Municipal de Lota;Lota;1000
Estadio Municipal de San Pedro de Atacama;San Pedro de Atacama;1000
Estadio Municipal Jonattan Muñoz Allulef;Villarrica (Lican Ray);1000
Estadio Municipal de Huasco Bajo;Huasco (Huasco Bajo);1000
Estadio Municipal de Huasco;Huasco;1000
Estadio Escuela de Carabineros;Santiago (Providencia);1000
Estadio Militar de Santiago;Santiago (Santiago Centro);1000
Estadio Municipal de Placilla de Peñuelas;Valparaíso (Placilla de Peñuelas);1000
Estadio Ramón Alarcón Alarcón;San Antonio;1000
Estadio Municipal de Olmué;Olmué;1000
Estadio Instituto Nacional;Santiago (Vitacura);1000
Estadio Fiscal Ramón Cañas;Punta Arenas;1000
Estadio 18 de Septiembre;Punta Arenas;1000
Estadio Municipal Santa Anita;Santiago (Lo Prado);1000
Estadio Malloco Atlético;Santiago (Malloco, Peñaflor);1000
Complejo Deportivo Jaime Fernández García;Talca;1000
Complejo Deportivo Gilberto Tapia Novoa;Talca;1000
Estadio Estero Lobos;Puerto Montt;1000
